2theta_deg,relative_intensity_au,sample
34.29411765,50,Metakaolin
34.47058824,50,Metakaolin
34.64705882,50,Metakaolin
34.82352941,50,Metakaolin
35,0,Metakaolin
35.17647059,25,Metakaolin
35.35294118,100,Metakaolin
35.52941176,100,Metakaolin
35.70588235,100,Metakaolin
35.88235294,100,Metakaolin
36.05882353,50,Metakaolin
36.23529412,50,Metakaolin
36.41176471,50,Metakaolin
36.58823529,50,Metakaolin
36.76470588,50,Metakaolin
36.94117647,50,Metakaolin
37.11764706,0,Metakaolin
37.29411765,50,Metakaolin
37.47058824,50,Metakaolin
37.64705882,50,Metakaolin
37.82352941,0,Metakaolin
38,0,Metakaolin
38.17647059,75,Metakaolin
38.35294118,50,Metakaolin
38.52941176,50,Metakaolin
38.70588235,50,Metakaolin
38.88235294,50,Metakaolin
39.05882353,50,Metakaolin
39.23529412,50,Metakaolin
39.41176471,50,Metakaolin
39.58823529,50,Metakaolin
39.76470588,50,Metakaolin
39.94117647,50,Metakaolin
40.11764706,50,Metakaolin
40.29411765,0,Metakaolin
40.47058824,50,Metakaolin
40.64705882,50,Metakaolin
40.82352941,0,Metakaolin
41,0,Metakaolin
41.17647059,50,Metakaolin
41.35294118,50,Metakaolin
41.52941176,0,Metakaolin
41.70588235,0,Metakaolin
41.88235294,25,Metakaolin
42.05882353,100,Metakaolin
42.23529412,100,Metakaolin
42.41176471,100,Metakaolin
42.58823529,100,Metakaolin
42.76470588,50,Metakaolin
42.94117647,50,Metakaolin
43.11764706,50,Metakaolin
43.29411765,50,Metakaolin
43.47058824,50,Metakaolin
43.64705882,50,Metakaolin
43.82352941,50,Metakaolin
44,50,Metakaolin
44.17647059,50,Metakaolin
44.35294118,0,Metakaolin
44.52941176,0,Metakaolin
44.70588235,0,Metakaolin
44.88235294,0,Metakaolin
45.05882353,50,Metakaolin
45.23529412,50,Metakaolin
45.41176471,0,Metakaolin
45.58823529,0,Metakaolin
45.76470588,50,Metakaolin
45.94117647,50,Metakaolin
46.11764706,0,Metakaolin
46.29411765,0,Metakaolin
46.47058824,0,Metakaolin
46.64705882,0,Metakaolin
46.82352941,0,Metakaolin
47,0,Metakaolin
47.17647059,0,Metakaolin
47.35294118,25,Metakaolin
47.52941176,50,Metakaolin
47.70588235,50,Metakaolin
47.88235294,50,Metakaolin
48.05882353,50,Metakaolin
48.23529412,50,Metakaolin
48.41176471,50,Metakaolin
48.58823529,50,Metakaolin
48.76470588,50,Metakaolin
48.94117647,0,Metakaolin
49.11764706,50,Metakaolin
49.29411765,50,Metakaolin
49.47058824,50,Metakaolin
49.64705882,50,Metakaolin
49.82352941,50,Metakaolin
50,0,Metakaolin
50.17647059,0,Metakaolin
50.35294118,50,Metakaolin
50.52941176,25,Metakaolin
50.70588235,25,Metakaolin
50.88235294,25,Metakaolin
51.05882353,50,Metakaolin
51.23529412,100,Metakaolin
51.41176471,50,Metakaolin
51.58823529,50,Metakaolin
51.76470588,50,Metakaolin
51.94117647,50,Metakaolin
52.11764706,50,Metakaolin
52.29411765,50,Metakaolin
52.47058824,50,Metakaolin
52.64705882,50,Metakaolin
52.82352941,0,Metakaolin
53,50,Metakaolin
53.17647059,0,Metakaolin
53.35294118,50,Metakaolin
53.52941176,50,Metakaolin
53.70588235,0,Metakaolin
53.88235294,0,Metakaolin
54.05882353,0,Metakaolin
54.23529412,50,Metakaolin
54.41176471,50,Metakaolin
54.58823529,50,Metakaolin
54.76470588,0,Metakaolin
54.94117647,0,Metakaolin
55.11764706,0,Metakaolin
55.29411765,0,Metakaolin
55.47058824,0,Metakaolin
55.64705882,0,Metakaolin
55.82352941,0,Metakaolin
56,0,Metakaolin
56.17647059,0,Metakaolin
56.35294118,0,Metakaolin
56.52941176,0,Metakaolin
56.70588235,0,Metakaolin
56.88235294,25,Metakaolin
57.05882353,50,Metakaolin
57.23529412,50,Metakaolin
57.41176471,50,Metakaolin
57.58823529,50,Metakaolin
57.76470588,50,Metakaolin
57.94117647,50,Metakaolin
58.11764706,50,Metakaolin
58.29411765,50,Metakaolin
58.47058824,50,Metakaolin
58.64705882,50,Metakaolin
58.82352941,0,Metakaolin
59,50,Metakaolin
59.17647059,50,Metakaolin
59.35294118,50,Metakaolin
59.52941176,0,Metakaolin
59.70588235,0,Metakaolin
59.88235294,0,Metakaolin
60.05882353,0,Metakaolin
60.23529412,50,Metakaolin
60.41176471,50,Metakaolin
60.58823529,0,Metakaolin
60.76470588,0,Metakaolin
60.94117647,0,Metakaolin
61.11764706,25,Metakaolin
61.29411765,50,Metakaolin
61.47058824,50,Metakaolin
61.64705882,50,Metakaolin
61.82352941,50,Metakaolin
62,50,Metakaolin
62.17647059,50,Metakaolin
62.35294118,50,Metakaolin
62.52941176,50,Metakaolin
62.70588235,50,Metakaolin
62.88235294,50,Metakaolin
63.05882353,50,Metakaolin
63.23529412,50,Metakaolin
63.41176471,50,Metakaolin
63.58823529,0,Metakaolin
63.76470588,0,Metakaolin
63.94117647,0,Metakaolin
64.11764706,0,Metakaolin
64.29411765,50,Metakaolin
64.47058824,0,Metakaolin
64.64705882,50,Metakaolin
64.82352941,50,Metakaolin
65,50,Metakaolin
65.17647059,0,Metakaolin
65.35294118,0,Metakaolin
65.52941176,0,Metakaolin
65.70588235,0,Metakaolin
65.88235294,0,Metakaolin
66.05882353,0,Metakaolin
66.23529412,0,Metakaolin
66.41176471,0,Metakaolin
66.58823529,0,Metakaolin
66.76470588,0,Metakaolin
66.94117647,0,Metakaolin
67.11764706,0,Metakaolin
67.29411765,0,Metakaolin
67.47058824,0,Metakaolin
67.64705882,0,Metakaolin
67.82352941,0,Metakaolin
68,0,Metakaolin
68.17647059,0,Metakaolin
68.35294118,0,Metakaolin
68.52941176,25,Metakaolin
68.70588235,25,Metakaolin
68.88235294,50,Metakaolin
69.05882353,50,Metakaolin
69.23529412,50,Metakaolin
69.41176471,50,Metakaolin
69.58823529,50,Metakaolin
69.76470588,50,Metakaolin
69.94117647,50,Metakaolin
70.11764706,50,Metakaolin
70.29411765,50,Metakaolin
70.47058824,50,Metakaolin
70.64705882,50,Metakaolin
70.82352941,50,Metakaolin
71,0,Metakaolin
71.17647059,0,Metakaolin
71.35294118,50,Metakaolin
71.52941176,0,Metakaolin
71.70588235,0,Metakaolin
71.88235294,0,Metakaolin
72.05882353,0,Metakaolin
72.23529412,0,Metakaolin
72.41176471,0,Metakaolin
72.58823529,0,Metakaolin
72.76470588,0,Metakaolin
72.94117647,0,Metakaolin
73.11764706,0,Metakaolin
73.29411765,0,Metakaolin
73.47058824,0,Metakaolin
73.64705882,0,Metakaolin
73.82352941,25,Metakaolin
74,50,Metakaolin
74.17647059,50,Metakaolin
74.35294118,50,Metakaolin
74.52941176,50,Metakaolin
74.70588235,0,Metakaolin
74.88235294,50,Metakaolin
75.05882353,50,Metakaolin
75.23529412,50,Metakaolin
75.41176471,50,Metakaolin
75.58823529,50,Metakaolin
75.76470588,50,Metakaolin
75.94117647,50,Metakaolin
76.11764706,50,Metakaolin
76.29411765,50,Metakaolin
76.47058824,0,Metakaolin
76.64705882,0,Metakaolin
76.82352941,0,Metakaolin
77,0,Metakaolin
77.17647059,50,Metakaolin
77.35294118,0,Metakaolin
77.52941176,50,Metakaolin
77.70588235,50,Metakaolin
77.88235294,0,Metakaolin
78.05882353,0,Metakaolin
78.23529412,0,Metakaolin
78.41176471,50,Metakaolin
78.58823529,0,Metakaolin
78.76470588,0,Metakaolin
78.94117647,0,Metakaolin
79.11764706,0,Metakaolin
79.29411765,0,Metakaolin
79.47058824,0,Metakaolin
79.64705882,0,Metakaolin
79.82352941,0,Metakaolin
80,0,Metakaolin
80.17647059,0,Metakaolin
80.35294118,0,Metakaolin
80.52941176,0,Metakaolin
80.70588235,0,Metakaolin
